# morfessor1.0.perl, Mon Jun  6 23:43:37 2011
# Working dir: # -data 'bijankhan.txt'
# -finish 0.005
# -rand 0
# -savememory: OFF
# -gammalendistr: OFF
# -zipffreqdistr: OFF
# -load: OFF
# -trace 0
# Vocabulary:
1 خدا + ترس + ی
2 مکرَم
1 مکرَم + هٌ
1 پدربزرگ + م
1 شفا + ا + ال + صدور
1 خوش + لباس
1 مل + است
1 پیروزی + هایی
10 زردشتی
2 ادسا
1 نصیب + ین
1 گن + دی + شاپور
3 مفتوح + ه
1 سا + ع + ث
2 عباد + ث
1 ست + ین
2 سن + ث
1 ال + تفکر
1 خرد + پذیر + تر
1 محبوب + ند
1 بیت + ال + تک + مه + ها
3 مساجد + ی
1 دایرثالمعارف + ها
1 دانش + نامهها
1 کتاب + شناسی + های
1 هنرهای + ی
1 خفقان + زده
1 سار + تن
2 متفق + ال + قول + ند
1 ت + وحش
1 متداول + ه
2 فرمول + ها
1 تربیت + های
1 شرف + ی
1 ش + و + چینگ
1 ش + ی + چینگ
1 لی + چی
1 ش + ع + ایر
1 ای + چینگ
1 تبدیل + ات
1 چون + چی + و
1 سال + نامهٌ
1 صابون + های
1 کرات + و + ز + های
1 پوسته + دار
1 تله + تون
1 2 + 187
1 کار + د + یا + لوژی
11 کارتون
2 کارتون + ها
5 کارتون + های
1 س + بوس
1 استخوان + سازی
1 بیطرفانه + ای
1 گی
1 معلول + های
1 با + معلومات + ترین
2 یادبود + هایی
2 ارتفاعات + ی
1 چهار + جانبی
1 تانک + ی
3 لات + رون
1 تاریخ + هایی
2 ها + گ + انا
1 طلای + ه + دار
2 یادبود + های
1 باز + ندگان
1 خاطره + هایی
1 بن + گور + یون
1 لود + لیدا
1 عربی + ای
1 ی + ال + و
1 بیت + نو + با
2 ایمواس
5 دهکده + ها
1 مؤ + و + ای + ی
1 عالی + مقام + ترین
1 حومه + های
3 لیفتا
1 سرا + شیب + ی + های
2 گیواتشاوال
1 ساکنان + ش
1 رانده + شده + ها
1 زمین + هاای
1 دیر + یاسین
1 بیرحم + ی + ها
2 گانگستری
1 به + تعویق + افتاده
2 ش + طی
1 تاخیر + هایی
1 اقامتگاه + ها
2 مسافر + خانهها
1 اک + ی + و + موری + تا
1 مازار + و + ای + بوکا
1 لیتون + ی + و + ف
1 کنفرانس + هایی
1 عملی + ترین
1 نظامی + تان
1 بر + نی + گ
1 ه + پ + کی + نس
1 تند + نویس
1 رسانی + م
1 ملاقات + مان
1 بلی + ان + ف
1 بی + زر + ت
1 جمع + گرایی
1 سر + گروهها
3 هنجاری + ابی
17 ادارهکل
1 بالگرد + ان
1 مإسس + ین
1 ز + بید + ی
1 فرح + انی
1 سلام + ات
1 هم + ی + راد
1 سپار + د
1 سادات + زاده
1 کم + دقت + ی
1 صاحبنام + ترین
2 فروردین + ماه
1 لا + یدن
3 یا + رنی
3 توشاک
1 اودینز + ه
1 عذاب + آور
1 صمیمانه + ای
1 ک + است + لون
1 علوی + مقدم
1 ال + شن
1 حداد + اش + نی
1 چراغ + قرمز
2 روز + ن + برگ
1 بورس + یا
1 ماری + بور + تی + ت + ان + یک
1 دین + ام + و + کیف
1 آ + یک
1 اشتورم + گراتس
1 ب + و + آ + و + یس + تا + ی
1 والنسیا + ی
1 آری + س + سا + لون + ی + کای
1 ادی + نس
1 لژ + یا
1 دیپورتیو + و
1 تری + پولی
4 کنترل + شده
2 هیاتهای + ی
1 فرهنگ + سازند
6 یتیمان
4 رو + به + رشد
1 قابل + لمس + تر
1 ربا + ی + ش
1 پاکسازی + های
6 منواکسیدکربن
1 در + حال + حرکت
4 تین
1 ه + و + نگ
1 دو + نظام
3 تایوان + ی + ها
1 یونگ + های
2 میلیارد + ر
1 خلع + تابعیت + شده
1 تا + که + شیما
1 توک + تو
1 بر + ت + یوم
2 مالانژ
2 هوا + مبو
1 کویت + و
1 تنش + آلود
1 امداد + رسان
2 ویرانی + ها
1 آشفتگی + ها
1 هر + یت
1 تنبیه + ات
1 مال + ا + یا + ی
1 ابو + سم + ه
1 مال + ا + یا
1 جنوب + گان
2 درشت + اندام
1 زل + اند + ی
1 مداخله + ای
2 رو + به + توسعه
3 4 + 68
1 ماه + نامهای
5 کتاب + داران
1 دهد + هی
4 دیو + ی + ی
7 شناسه
1 نمای + ه + ها
1 غیر + درسی
1 کمک + درسی
3 شال + چی
1 نمایشنامه + نویسان
1 در + دست + اقدام
1 پر + تعداد
1 دن + کیش + و + ت
1 نویسنده + ها
1 نویسنده + های
1 برای + ان
1 م + این
1 نار + ی + ند
1 دان + زی + گر
2 تد
1 هی + و + ز
1 فهرست + نویسی
1 برگه + آرای + ی
1 خود + آموز
1 زنده + مرد
1 جسمانی + ش
2 بیپیرایگی
4 ضد + طبقاتی
1 پیش + و + ا + پرستی
1 آزادی + جوای
1 سادگی + طلبی
4 متصوفه
1 ضد + اشرافی
1 بی + گذشت
1 جاودانه + ایست
4 امیر + ان
2 کاه + لی
1 فراز + هاای
2 حنیف
1 در + آورد + های
1 یتیمان + ی
1 نوا + ای
1 نکرد + های
1 عیش + و + نوش
1 دم + به + دم
1 می + نالید + هاند
1 با + شرافت
1 تیره + بخت + ان
1 بی + چ + ارگان
1 ما + موم
1 فرمان + گزار
1 بیشمار + م
1 بین + و + ا + ای
2 هم + درد
2 پریشان + خاطر
1 تجمل + ها
1 زرقوبرق + ها
2 دارالخلافه
3 نماای
1 بیوه + زنان
1 پایه + گزار
1 ابر + مرد
1 جاودانه + اش
1 نوازش + گر
1 ادعا + ست
2 بدین + لحاظ
1 جاودان + ان
1 سردار + ی
1 هم + یار
1 برپا + کننده
1 آرزومند + ی
1 نا + پرهیز + یه + است
1 حیرت + ها
1 عبرت + ها
1 بر + افزود
1 نشت + ابد
1 نگر + اید
1 نیکو + ایها
3 بر + افراشت + ن
8 مرگ + ها
4 جان + سوز
1 بی + عشق
1 مقوله + اند
1 معتاد + ی
1 لا + جرعه
3 قه + را
1 ملامت + خیز
1 مردن + ها
1 ح + ص + به
1 سوانح + ی
4 مرگ + هایی
1 ه + وی + و + هوس
4 منحصر + ا
2 نفرت + انگیز
1 عکسالعمل + ش
1 تاسف + انگیز
1 ت + رحم + خیز
2 تحسین + آمیز
2 بی + سبب
2 مرگ + ه + است
1 ظن + ی
2 انتساب + ش
1 خود + گ + رایانه
1 م + بر + است
1 تحسین + انگیز
1 مقدس + تر
1 فخیم + تر
1 مپ + ندارید
2 پروردگار + شان
1 نصیب + شان
1 شاد + مانند
1 ایشان + ند
1 ن + پیوسته + اند
1 میل + و + لد
1 رزم + جوی
3 عابس
1 شب + ی + ب
1 هم + آورد
1 ب + جنگ + ید
2 کل + و + خ
1 سلحشور + ی + های
1 میت + از + م
1 ده + لا + و + یه
1 بیراهه + های
1 نا + مفهومی
1 بی + ماهیت + ی
3 ایستاد + های
1 وجود + یت
1 بودن + ت
1 و + ا + نهادهاند
1 تنها + ی
1 ع + اق + شده
1 سار + تر
1 دلهره + ای
1 تخدیر
1 فراموشی + اند
1 الگوی + شان
1 وصیتنامه + ها
1 خون + م
1 بار + ال + ها
1 هجرت + م
1 لقاا + ی
1 میپرور + اند + ند
2 سالاری
1 دو + پا + زا
4 سر + دشت
1 علی + ین
1 زیست + م
1 جنگی + دم
2 پیوست + م
1 می + بندی + م
1 مغ + فوری
1 پری + میت + ی + و
1 ریتم + های
3 بر + لو
1 صدا + ه + است
1 ارایه + ٌ
1 ای + کون
2 ماکت + های
1 ای + کون + یک
1 غیر + ای + کون + یک
1 جعبه + مانند + ی
1 آل + تا + می + را
1 لاس + ک + و + کس
2 رمز + خوانی
1 جعبه + مانند
1 رمز + آمیز + ی
2 بی + معنایی
1 گنگ + ی
1 قوا + لب
1 تصریح + ی
3 فراخ + تر
1 نظر + گاهی
1 تدوین + شد + های
2 نماد + سازی
1 و + انگ + و + گ
1 لاون + ارد
1 در + نمییابد
3 نت + ها
2 ساختهای + ی
1 با + معنی
2 هارمونی
2 کنترپوان
1 قرآن + شناس
1 کا + پل + ستون
8 قرآنپژوه + ی
1 احترام + م
1 مهدوی + راد
1 قرآنپژوه
1 کوشا + ی
1 بی + مبالغه
2 وی + را + ستار
4 استاد + ولی
1 تصحیح + ات
1 توان + فر + سای
1 نابجای + ی
1 پرسید + ن
1 حسن + ها
1 وی + راست + ه + تر
1 سه + و + های
2 اشت + مال
1 قرآنپژوه + ان
3 خود + نوشت
1 بیمار + م
1 سلامت + شان
2 علم + ال + یقین
2 عین + ال + یقین
1 صورت + گرا
1 بی + بازگشت
2 وی + را + ستار + ی
2 نقطه + گذاری
1 دو + ستون + ی
1 زندگی + نامهای
1 ملاحظه + ٌ
1 بی + نقص + ی
2 صحیح + تر
1 شیوا + تر
1 گنجاند + م
1 بی + خلل
1 سپس + تر
1 یا + زی + م
1 درست + اندیش + اند
1 بازنگری + های
1 معارف + ی
3 بر + میآورد
1 باور + داشت
2 معجزه + ای
2 نظام + زاده
1 بقاا + ی
1 تاکستان + ها
1 بستر + ه
1 تا + ک + داران
1 با + دانه
4 8 + 38
1 کرم + نسب
1 شماره + تلفن
1 3 + 226
2 بازار + سیاه
1 ا + کیپ + های
1 7 + 19
1 احرار
1 ارکان + ش
1 ب + پوش + ان + یم
1 اسلام + خواه
1 توهین + ها
1 بی + حجاب
1 با + حجاب
1 ب + مناسبت
1 اشتباه + ند
6 گوگان
4 عیسی + آباد
4 را + ور
2 حادثه + خیز
1 تریلر + ها
3 زبان + آموزی
1 تست + زنی
32 فراگیران
4 تست + ی
1 ناکا + را
3 بی + روح
2 تجانس
2 تر + می + ـ + واحدی
1 میان + ترم
1 فرا + گیرندگان
1 خشک + انیده
1 ا + صلح
1 کاس + برگهای
1 دایره + مانند
1 F + un + n + y
1 جان + دار + تر
1 کنکور + ی
3 مثال + ها
1 حج + ی + متر
1 ث + قیل
1 پا + را + گراف + های
4 در + و + سی
1 است + ق + را + ی + ی
1 ن + حسی
1 قابل + فهم
1 سازنده + تر
1 گرد + آور + ندگان
1 داستان + را + ستان
5 کارشناسی + ارشد
1 نقطه + ضعفهای
1 میپسندیم
3 دانا + یان
2 راال + یسم
3 ساده + نویسی
1 میانه + ی
2 قاام + ه
1 اخبار + یون
6 قاعده + ی
6 غیر + اشرف
1 موج + به
2 قاهره + ٌ
9 مدبره
3 اسپهبدیه
1 ناطق + ه
1 برزخ + یان
9 معلقه
1 ده + گان + هاند
1 نا + معدود
1 پا + را + گراف
1 معلق + اند
1 ظلمانی + اند
3 مجرد + ات
1 طبیعت + اند
5 بدون + این + که
2 خواجه + نصیر
1 عمر + خیام
1 فیلسوف + اند
1 ابر + کامپیوتر + های
1 فلاسفه + ای
2 فاتحه + ال + کتاب
1 اما + ل + کتاب
1 ناتوانی + هایی
9 اسم + ها
3 یخ + سازی
1 برد + ک
2 بر + از + جان
2 تور + بافی
14 حصیربافی
1 مسقط + ی
1 رایس + علی
1 دل + و + اری
2 افتخار + های
6 فشار + خون
4 دم + کرده
3 خوابید
6 خندق
3 عبادت + ها
2 درست + کاری
1 گردنبند + ی
8 جن
1 پرهیز + کار + ان
1 عدالت + خواهان
3 الی + الله
1 وقت + شناسی
1 جهت + شناسی
1 فی + الله
1 کار + فروشی
1 مزد + بگیری
4 مزد + ی
1 فاا + ده
1 عابد + هاای
1 خدا + ن + شناسان + ه
1 سپاس + گزار + انه
1 معنی + ی
1 عارفانه + ٌ
1 وجهه + های
1 عابد + انه
1 مجرد + ترین
1 رقیق + ترین
2 لطیف + ترین
1 سبع + ه
1 بلاغت + اند
3 معاش + قه
3 میپرستند
1 تجارت + پیش + گان
1 برده + صفت + ان
2 فرمان + ش
5 ت + مرد
1 کیفر + ت
1 بهشت + ت
1 بپا + دار
66 بیناای
1 نابینا + ای
1 بندگان + ی
1 عقل + های + شان
2 الهام + گیری
1 کرامت + هایی
1 مقام + شان
2 کا + و
1 دی + با
1 فرا + اض
1 پهلو + ها + شان
1 خوابگاه + ها + شان
1 لب + ها + شان
1 م + ظلم
1 گناه + های + شان
1 استغفار + های
1 مداوم + شان
2 آنان + ند
1 رستگار + ان
1 روشن + ان
2 بست + ایم
2 انکار + ش
3 بست + اید
5 فضیلت + ش
1 ستم + زدگان
1 رنج + ی + د + گان
1 کپر + نشینان
1 خاک + نشین
1 پاایز + ان
1 الفاظ + ی
1 گنجایش + ی
2 ظرفیت + ی
1 نا + بجاست
1 چارچوب + ش
1 ژرف + نا + ی
1 معانی + ات
1 پیامبر + ت
1 تیز + پرواز + ی
1 کتمان + ش
1 شکنجه + گاه + های
1 بی + غ + و + له + های
2 آویز + ه
1 ص + لا + به
1 خونخوار + ان
1 شگفتی + های + ش
1 بی + مانند + یا + ش
1 جنگ + جوای
1 خلوت + نشین
1 سخاوتمند + ی
1 سنگ + خا + را
1 آفرید + های
1 مطلق + ش
2 پن + داشتند
1 نا + خود
1 کامل + ه
1 تشریع
1 بندگان + ت
2 دانند
1 ابیوقاص
1 مشت + ان
1 بهبودی + ش
1 صبحگاه + ان
1 آزار + ش
3 فرا + میگرفت
2 فراگیری + د
2 سینه + ه + است
2 سودمند + ترین
3 مصباح + ی
1 قا + ص + ع + ه
1 خویش + ی
1 نزد + ش
1 می + افراشت
1 اقتدا + ی
1 می + بوی + ی + دم
4 محزون
1 مشوق + ی
2 می + افکند
5 ش + یون
3 ژرف + ی
1 عجااب
1 فنا + ناپذیر
1 نا + درههای
1 طراوت + بخش
1 نمی + یا + زد
1 ن + مینشیند
1 کور + دلی
1 در + ده + است
1 قندیل + های
1 ا + فروخت + گی
1 فرو + ن + نشین + د
1 نی + انجام + د
1 سیراب + ی
5 روشنی + بخش
1 ریسمان + ی
1 آب + برندگان
3 چشمههای + ی
1 کش + ندگان
1 آبشخور + هایی
1 وارد + شوند + گان
1 ن + میکا + هند
1 منزل + هایی
1 ن + میگردند
1 بلند + ا + هایی
1 رو + آور + ندگان
1 قصد + کنندگان
2 ی + تیم + نوازی
3 بیعلاقگی
2 قعنب
1 بدان + چه
1 مس + تجار
1 پرستی + د
1 جنب + انید
1 ها + تف + ی
1 تؤدیب + ش
1 نافرمانی + ش
1 ص + باغ
1 مختلف + های
2 ابعاد + ش
1 یکی + اش
1 شماتت + ها
1 در + مینور + دد
1 اض + داد
1 کم + بضاعت
1 مت + جسد
1 شنی + ع + ترین
1 افترا + ا + ها
1 کرامت + های
1 بروز + یافته
1 نوا + ص + ب
1 غل + و
1 کوته + فکری
1 مقام + جوای
3 سنی + مذهب
16 معروفیت
1 گاهواره + اش
1 گه + وار + جنب + ان
2 صلیاللهعلیهواله
1 او + ص + یا
1 پر + معنا
1 فرو + می + بندی + م
1 اول + یا + ل + عزم
1 اسوه + ها
1 رهبران + مان
1 بی + آبرو + ای
1 زبانهای + تان
1 اعمال + تان
1 ظاهری + ش
1 معنوی + ات + ش
1 سعادت + ند
1 صوری + مان
1 بر + داشتید
1 نگه + ش
2 صح + اح
1 زمزمه + ها
1 ن + بسته + ام
1 ن + گشوده + ام
1 مسجد + ت
1 ب + و + سفیان
1 ا + خلاف + ش
2 او + یم
1 مإمن + ات
1 عبد + من + اف
1 نور + ه + است
1 با + قریه
2 صدوق + ی
1 قی + ط + ریه
1 بر + آشفت
1 خشم + ناک
1 مشاور + ی
1 ال + بکر
3 ذیقعده
1 ه + ق
1 مرموز + ان + های
1 خیمه + گاه
2 قامت + ی
1 عالمان + ی
1 مص + طف + ای + ش
1 طوفان + زا
1 کاخ + برانداز
1 کینهتوز + ان + های
1 سو + پاپ
1 فروزان + تر
1 خروش + ی
1 کنترل + ناشدنی
1 انگیخت + ن
2 حماسه + ها
1 خیزش + ها
1 خیزش + ی
1 دا + ه + یا + نه
2 راهنمایی + ها
1 تحریر + ال + وسیله
1 دل + بند + شان
3 الطاف + ی
2 خفیه + ای
1 جز + ع + و + ف + ز + ع
1 عباد + ش
1 می + فهمیدیم
1 تربیت + هایی
1 پشتیبانی + های
1 آلمانی + اش
1 پر + انضباط
1 مریض + احوال
1 غیر + مصمم
2 سلطنت + ش
1 تاج + ش
14 هش
1 خاست + ند
1 وابستگی + های + ش
1 مار + چ
12 آندریوا
1 چو + بیش
2 نوا + ها
1 بلند + ا + ها
1 فرد + ایمان
1 کا + لنین
1 خواهران + م
2 برادران + م
1 هم + کلاس + ی + های
1 کمیسر + ی
1 کوچکتر + م
1 او + گلی + چ
2 تخت + خواب
1 مؤموران + ی
1 بازگشت + یم
1 مدیر + مان
1 اشک + های + مان
1 کت + های + مان
1 پوشید + یم
1 نو + و + سکی
1 تح + سر
1 بی + عرضه
3 سازنده + ترین
1 خوش + قیافه + ای
1 هیاتمدیره + ای
9 AIOC
1 ماموریت + ها
1 ماموریت + هایی
4 گتی
1 نفتی + اش
9 بورقیبه
1 شش + روزه
1 سفارت + ی
1 ای + ابو + ذهاب
1 وسیلهای + ی
1 سه + چرخه
1 لو + طی + مسلک
1 میبرم + تان
2 دوستی + اش
2 دو + انیده
5 روح + شان
3 جاهل + مسلک
3 مانند + ی
2 خشکهمقدس + های
2 خشکهمقدس
3 دشمن + ساز
1 ناراضی + ساز
1 سرزنش + گری
1 حله + هایی
1 بی + انضباطی
3 حله + ها
1 روح + های
1 پر + طمع
1 پر + آرزو
1 جنازه + اش
1 قبر + ش
2 اموی + ان
1 کینه + ها
1 کینهتوز + ی + ها
3 ناکثین
3 مارقین
1 خلافت + ش
3 نه + روان
1 طااف + های
1 مطامع + شان
1 خشکهمقدس + ی + ها
1 جهالت + های
1 پول + پرست + ها
1 دنیا + پر + ستان
1 م + تجمل
1 سیاست + پیشه + های
1 دهر + و
1 صدر + و
2 تاریخچه + ای
1 رعیت + ش
1 زندان + شان
1 شلاق + شان
1 اصحاب + ش
2 پا + را + زیت
1 بال + بدی + ه + ه
1 م + تعرض + ش
1 نمیگذارد + ند
1 میآ + زرد + ند
2 ابنالکوا + ا
2 اعمال + ت
2 زیان + کار + ان
1 ابنالکوا
1 خفت + ی
1 پیغمبر + ش
1 مؤ + م + و + مین
1 سبک + سار + ت
1 روش + شان
1 هم + م + سل + کان
1 بخش + ای + ش + گر
1 میگ + روند
1 پاداش + ش
1 ستمگر + نشین
1 بدعت + های
1 آتشین + تر
2 ابو + ایوب
3 سرسخت + ی
4 ممیز + ات
1 نا + زیبای
1 مبارزه + گر
1 فداکاری + هایی
1 عبد + ر + به
1 فرقه + ها
1 معتقد + تر
1 کوشا + تر
1 قاتل + ش
1 میش + تا + بم
1 تصمیم + ش
1 خردسال + ت
1 مشتاق + ترم
1 پیشانی + های + شان
1 من + درسی
1 ن + میزدند
1 نمی + گشتند
3 غلام + ش
1 گسترد + م
1 بر + می + داشتند
3 ع + قااد
2 مسیر + شان
2 خصیصه + های
1 زاهد + م + آبی
1 شگفتی + ها
1 فوق + العادگی + های
1 ت + هور + آمیز
2 ظاهر + ال + صلاح
1 حق + به + جانب
1 ژن + ده + پوش
1 عبادت + پیشه
1 احساسات + مان
1 می + گرفتیم
1 آموزنده + ٌ
1 فوق + العادگی
2 شبهه + ناک + ی
1 تردید + آوری
1 نافذ + ال + ایمانی
2 دو + دلی
2 خشکهمقدس + ان
1 کَ + لَ + ب
2 کاف
13 لام
4 هار
1 چاره + پذیر
1 می + گزیدند
1 ها + رها
1 یک + دنده + ٌ
1 افسون + ناپذیر
1 ن + لر + زد
1 پیشانی + های
1 پی + نه + بسته
1 زاهد + مآبانه + شان
1 داام + ال + ذکر + شان
1 پابرجا + ی + شان
1 ظاهر + گرایی
1 ت + قشر
1 خارجی + گری
1 پیشانی + شان
1 اسلام + اند
1 نمی + فهمیدند
1 فریضه + ٌ
1 سیزده + ساله
1 بصیرت + ها
1 آب + داده
1 تعلیمات + یافته
2 ثقافت
2 رک + و + ع
1 س + جود + های
1 برده + صفت
1 خبر + ویت
1 مهاجرین + ند
1 متن + سک
1 ره + با + نیت
1 نادانی + شان
2 جهالت + شان
2 عبادت + شان
1 زیرک + ها
1 مقدس + ان
2 برمیانگیزند
1 تیر + هایی
1 آیه + ایست
1 لا + ح + کمال + الله
1 مراد + شان
1 در + میدادند
1 اصحاب + ت
1 کو + تهدید
2 کوته + نظر + ان
1 خمر
2 خ + لود
1 جهنم + ند
1 خشک + مغ + زان
1 نمی + پذیرفتند
1 تن + سک
1 بی + شهامت
1 مقدسمآب + ان
2 احمق + ان
2 بوعلی + سینا
1 کام + شان
1 کوته + نظری
1 غیر + مح + ص + ن
1 سهم + شان
1 اسم + شان
3 ضلال
1 شمشیر + های + تان
1 داار + ه
1 قانونگذار + ش
1 نفاق + ها
2 شورید + ند
1 نحله + ای
1 یاغی + های
1 عقاید + ی
14 آندراوتی
1 پر + و + جای
1 توم + از + و
1 بوش + ه + تا
2 په
2 کور + ل + لی
1 نا + وار + و
3 صلح + جو
1 نو + اف
4 ال + خلیل
2 بیتلحم
4 ف + ولی
1 ضد + تروریسم
1 این + در + فور + ث
2 لاوروف
1 تا + گس + اشپیگل
1 ویچ + و + رک
1 ماگدهبورگ + رف + و + لک + س + اش + تی + مه
1 پر + لینر + مور + گن + پست
3 تا + نر
4 کش + لالی
1 اونیفورم
1 است + می + ح + ان
1 تا + لای
4 ممنوع + ال + خروج
4 مرو + ه
4 کاواکچی
1 م + ته + ی + و + کسل
1 محاصره + شده
1 گمارد + ه
1 ویران + تو
1 تان + جونگ
1 جداییطلب + ی
1 ایر + یان
1 جا + یا
1 ری + ای + و
1 را + موس
1 هور + تا
1 شان + انا
2 گوش + ما + او
1 خاکستر + ها
1 بد + قولی + شان
1 وود + ها + س
1 کو + پ + انگ
1 قول + شان
3 مینور + کا
1 12 + 71
1 فل + ی + کس
1 پا + تا + سه
1 اج + یت
1 پان + جا
1 ای + شین + ای + ج
1 ات + ات + و + رک
1 کمال + یزم
1 ناخوش + آیند + ی
2 گار + انگ
1 اخبار + الیوم
3 طرابلس
1 لیبی + جان + ا
1 مسایل + ش
2 بیش + از + حد
1 وحدت + طلبان
1 کوک + لس + کلان
1 کوک + لس + کلان + ها
1 آلا + رکن
1 ن + ساختن
4 بل + حاج
3 انبار + شده
2 مانیل + و + ف
1 ژنرال + ها
3 نظامی + گری
1 تهدید + گر
1 درون + منطقهای
1 مسخره + آمیز
1 ولخرجی + های
1 بدهکار + ی + ها
1 غیر + متعادل
1 تهدید + گری
1 دلار + ساز
1 آتش + اف + روزی
1 وسعت + بخشی
3 10 + 60
1 باغوحش + های
1 گربه + سان
1 بیش + ه + های
1 منقرض + شده
1 دغدغه + من + دان
1 ستم + ستیز + ی
2 26 + 30
1 مانع + تراشی + های
1 پنجشنبه + شب
1 بینالمجالس + ی
1 درون + قارهای
2 کار + ن
2 دمیرچیان
4 سراج + الدین
1 همسران + ی
3 لرزه + خیز
3 آگاهی + دهی
10 ذخیره + شده
2 زلزله + ها
1 غیر + ساختمانی
2 زلزلهخیز + ی
1 پیچ + گوشتی
1 ترانزیستور + ی
2 دست + مال + کاغذ + ی
7 است + ریل
1 شرح + حال
1 بی + سرپرستی
1 بدون + مرز
2 مصیبت + دیده
1 خود + امدادی
1 ب + را + فروخت
1 گرا + ای + دیم
1 شهر + مان
1 آمبولانس + های
1 راه + بندان + هایی
1 مؤیوس + ی
1 آموزش + یافته
1 آتش + نشان + ها
13 و + غیره
1 نی + افتاد
4 حریق + ها
7 خجیر
1 باقر + آباد
1 جنگ + لبان
24 پمپهای
1 بر + ن + گشته + ایم
1 قوچ + ک
1 سوهان + ک
2 لوی + زان
1 خرگوش + در + ه
1 عبدی + نژاد
1 خاشاک + های
2 بیاف + زایند
9 جاجرود
1 زیاد + خواهی
2 ارگانهای + ی
3 علا
1 در + این + اثنا
1 آپ + ریل
1 پر + جوش + و + خروش
1 19 + 15
1 مخالفت + های + ش
1 تلافی + جویانه
2 ژول + ای
1 چُرت
1 سر + پا + ای
1 نوه + های + شان
2 پروست + روی + کا
5 غیرقابل + پیشبینی
3 ظرف + ها
1 کمین + ترن
1 برداشتها + ای
1 روشنفکر + نما
1 بل + ش + و + یزم
1 حومه + نشینان
1 میهمان + شان
1 و + ق + زده
1 مقاله + نویس + ها
1 روزنامه + نویس + های
1 رساله + های + شان
2 محتوا + ای
1 توطاه + گرانی
1 اساتید + ی
1 سابق + م
1 اقتصاد + دان + های
1 جنگ + مان
1 ن + باخت + یم
1 نگریست + م
1 کارکنان + م
1 رهبری + ام
1 علیه + ام
1 اروپایی + شان
1 تغییر + رنگ + داده
1 خم + کرده
4 شهبانو
5 امپراتوری + س
2 پانصد + مین
1 تاجگذاری + ها
1 آاین + هایی
1 سنت + با + سیل
3 پیش + آگهی
1 R + E + PP
1 بر + ش + ی
7 قابل + پیشبینی
3 فوق + تخصص
3 ایمونولوژی
1 مخرب + تری
1 م + ژک + های
1 م + ژک + دار
1 ادویه + جا + ت
1 تار + تر + از + ین
1 پف + ک
1 و + ا + ش + ینگ + تن
1 میکرو + سکو + پ + ها
1 بی + و + پزشکی
1 و + ایت + ه + د
1 گل + و + ب
2 نور + و + لوژی
1 رین + و + ویروس
1 آسیب + شناسان
1 لثه + های
1 دندانهای + شان
1 لق
1 زیر + جلدی
1 آس + کوب + یک
1 میکرب + شناسی
1 ما + در + هاای
1 بد + نیست
2 88 + 3
1 د + گز + امت + از + و + ن
2 گور + یون
1 اش + کول
1 کات + س + نلسون
1 وی + تس
1 بین + ها + س
1 سا + پیر
1 تازهوارد + ه
4 روپین
5 عنـوان
1 سر + پ + ـ + رست
2 زارع + ان
3 فلاح + ین
2 لباس + ش + و + ای
4 غیر + یهودی
2 یهودیان + ی
1 مستعمره + سازی
1 نهال + ستان
2 ویشینسکی
1 با + گا + مولف
4 مولوتوف
1 هماهنگ + شده
2 فرمانده + کل
2 با + دال + او
1 مل + ع + به
6 ITV
24 گزارشات
3 Broadsystem
1 D + ir + s + k + o + v + k + i
1 غیرقابل + کنترل
1 M + ar + k
1 L + a + w + s + on
1 R + ic + h + ar + d
1 Ca + w + s + t + on
1 A + l + s + as + ta + ir
1 B + u + r + ne + t
1 متواضعانه + ای
2 Jonathan
1 Dimble + b + y
1 B + as + h + ir
1 New + s + In + ter + n + a + tion + al
3 مرد + اک
1 نیوز + ن + ایت
1 ژی + ان + یک
1 فی + و + نا
2 لا + و + تر
5 جی.آی.اس
5 لایه + ها
1 گزارش + شده
1 حیات + های
4 بر + روی
2 گیج + ی
3 هایپوگلایسمی
1 های + پوک + ام + پ
3 و + ست + نیل
1 سنت + لوایس
2 ان + سفال + ی + تیس
1 ان + سفال + و + می + لیت
2 20 + 40
1 های + نان
5 لانگ
1 له + ها + او
1 تا + کانگ + پا + او
1 ش + ی + چ + انگ
1 جی + و + چو + ان
1 تایی + و + ان
1 بلی + سند
1 مرد + سالار
1 شلاق + زنی
1 سنگ + سار
1 عشیره + ای
1 ملا + های
1 کال + و + ری
1 سو + با + را + او
2 پولی + مر + از
2 گذرنامه + ها
1 میهن + شان
2 24 + 80
1 گو + ام
1 کشاورزی + شان
1 مان + و
1 به + ات + نگر
1 را + ماس + وام + ی
1 آرای + ر
1 سو + جا + تا
1 گوپتا
1 تا + تا
1 اونتاریو + ی
1 چاک + ریور
1 کان + دو
1 کاردار + های
2 عکس + خانه
1 رت + س
1 افتخارآفرین + ان
1 23 + 43
1 پشته + های
5 کوهپایهها + ی
1 سر + باره
1 کان + سنگهای
1 تازه + اک + را + نشده
1 نگارخانه + ها
1 یک + دقیقهای
1 خ + ند + ا + یک
1 با + ی + مت + اف
2 جی.سی.او
1 تو + ش + ی
3 تا + کا + گی
1 سوم + ی + توم + و
1 مسإولیت + های + ش
1 تا + ک + ایم + و + را
1 اورانیوم + ی
1 ما + تل
1 دندان + گیر + های
1 پس + تانک + ها
1 فی + لوپ
1 درس + خوان + تر
1 ای + و + دو + نا
1 6 + 65
1 ب + و + کنی
1 86 + 3
